Type,Additional_Tag,Series,PLN,Image_URL,ID,Make,Model,BodyStyle,Powertrain,EngineConfig,Displacement_L,Battery_kWh,Power_hp,Torque_Nm,Transmission,Gears,DriveType,Accel_0_100_kmh_s,TopSpeed_kmh,Length_mm,Width_mm,Height_mm,Wheelbase_mm,CurbWeight_kg,Seats,FuelTank_L_or_Battery_kWh,Cargo_L,WheelSize_in,TireSize,FrontSuspension,RearSuspension,FrontBrakes,RearBrakes,Model_Family,Body_Type,Variant,Segment,Data_Completeness
Kabriolet,Oferta,M8,,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAwthM10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifGzqIbVBnvzBLlFSrWwmfRtKV04uzHVPRdgSht9QZp2YI3w9cEiNHC8%25HrxlrjFhnOqIbq16Z%25L3hGtUD5GknXIIjAxpXNCpLIDZHPoxiCjtrb4gwTZlF9%25UBFM9YLNoKGtXABNIqab9FSrW1vNyXq2FgXAV2IguEi8shPLE4riIikascZwBw1zrxRtetysZ857MB8NRUgChe%2585GvloMD%25gp2XHhzKv6jQ%25op82YDafHLojmqn1cSJDyLOEx%25dqTJIs8vSL3uBrU2PJdSeZGqGuzVMRJDdSkNh5utTVA0ogSb5NF4HvVNA0Kc%252NUu4WxfjR6KcP81D5JGxbUEqgtE89GsLv7zUiprJ2xLGw6ZuTNPptYRS3Xx67m5VdQoYCygNza%25mlTv0k1wyX324AkETQdjcF9h3azDxKhKdnkq8h4CzOALUockkIFJGHXXABKupK9TFeWS6Wy3KMPVYPvqWhbNmbEgPo90y93JbHi4Tioj9%25wc3wHQiftxdt5a,Kabriolet-M8,BMW,M8,Cabriolet,Petrol,V8,4.4,,617,750,Automatic,8,AWD,3.3,305,4867,1907,1353,2827,2085,4,68.0,350,20,275/35R20,Double Wishbone,Multi-link,Carbon Ceramic Disc,Carbon Ceramic Disc,M8,Sedan,Base,Performance,Partial
Sedan,Oferta,M5,Od 687 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAeb8310tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00vkayXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYf7SU010tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI9imlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ACABphJHFlFgFou%25KXKP7HSfWQlSD%25V1PaXRSfNEbnQZ310s9Oa6TE4riInRascZwBO5wrxRteJ2gZ857Mu1vRUgChSrP5GvloVQKgp2XH5rGv6jQ%25g6i2YDafvsAjmqn12rCDyLOEjk0qTJIsDUML3uBrqHwJdSeZLhtuzVMRJ4sSkNh5ucSVA0ogSkcNF4HvVAt0Kc%252Nye4Wxfj0T4cP81D4GSxbUEqgmP89GsLvS6UiprJ2CiGw6ZujlFptYRSDUH67m5Vq9hYCygNzcimlTv0knGyX324AOfTQdjcFIE3azDxKrCdnkq8WMlzOALUPWukIFJGbfrABKup9C1FeWS6fUSKMPVY1nnWhbNmE2%25Po90yscJbHi4TrxF9%25wc3Z7miftxdtXKw178z7FWtECUkCu07slGAlvJCrXpFXWDlZQ6KQPxXRaYWaZNQ5nmPnL1,Sedan-M5,BMW,M5,Sedan,Plug-in Hybrid,V8,4.4,18.6,717,1000,Automatic,8,AWD,3.5,305,5096,1970,1510,3006,2445,5,60.0,466,20,285/40R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,M5,Sedan,Base,Performance,Full
SUV,,iX,Od 375 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAObdT10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfXG7y10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI%25omlD9Uwmu1R7Gq3A89RbfKYmUrOpQhsVAfoUMA8ZobMsayjnt61agOybyaKnvIT9PeWO2B3ibMoIjedwsQhBDMztrOReqhk7BnDMLoACeq%25hJHFlMLxou%25KXh1IHSfWQtOE%25V1Pa7cVfNEbnCHd10s9O5euE4riIgUiscZwBvG%25rxRte2pAZ857Mj2lRUgChD3A5GvloqVdgp2XH3Mcv6jQ%25jEk,SUV-iX,BMW,iX,SUV,Electric,,,111.5,516,765,Single-speed,1,AWD,4.6,200,4953,1967,1695,3000,2510,5,111.5,500,21,275/40R21,Double Wishbone,Multi-link,Vented Disc,Vented Disc,iX,SUV,Base,SUV,Partial
SUV,Nowe,iX,Od 560 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAHbdT10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfXn1g10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI9imlD9Uwmu1R7Gq3A89RbfKYmUrOpQhsVAfoUMA8ZobMsayjnt61agOybWgsnvIT9PeWO2B3ibMtIjedw9hIBDMztraoeqhk7Zn4MLoACRQqhJHFl5evou%25KXgi7HSfWQvbm%25V1PaHZWfNEbn%25Xp10s9OfoJE4riI1H0scZwBE%25drxRtesxBZ857MrHTRUgChZYA5GvloROlgp2XH5aKv6jQ%25gLh2YDafvJ2jmqn12YJDyLOEjmKqTJIsD8zL3uBrqUQJdSeZLN2uzVMR1xdSkNh5E24VA0ogsPoNF4Hvrb10Kc%252Z9K4WxfjRi3cP81D5wsxbUEqg4e89GsLmSKUiprJyM%25Gw6ZuTlMptYRS3Xo67m5Vd%25XYCygNzf1mlTv0kOUyX324AkDTQdjcFhf3azDxKiodnkq8h4CzOALUA6mkIFJGF6fABKupKYjFeWS6hB3KMPVYoe9WhbNmHMgPo90y%25h6bHi4TqCA9%25wc3LsKiftxdJ%25qw178zugM,SUV-iX,BMW,iX,SUV,Electric,,,111.5,516,765,Single-speed,1,AWD,4.6,200,4953,1967,1695,3000,2510,5,111.5,500,21,275/40R21,Double Wishbone,Multi-link,Vented Disc,Vented Disc,iX,SUV,Base,SUV,Partial
SUV,Nowe,iX3,Od 310 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsb7f10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfXuPP10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI%25CmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybWgsnvIT9PogO2B3ibVcIjedw9hbBDMztio%25eqhk7wmlMLoACR1%25hJHFl5Ifou%25KXguFHSfWQvh3%25V1Pa29efNEbnjZD10s9Of5NE4riI1H0scZwBEhWrxRtesAPZ857Mrd0RUgChZmM5GvloRUjgp2XH5GGv6jQ%25g0t2YDafv42jmqn1hmGDyLOEoNmqTJIsHkKL3uBr%25AGJdSeZfetuzVMR1LXSkNh5xrMVA0og8ZZNF4HvUDd0Kc%252Gnz4WxfjpiScP81D6wOxbUEqY4889GsLmYZUiprJXqhGw6Zu6N4ptYRSYo167m5Vm0IYCygNy7HmlTv0QkUyX324aOATQdjcnXp3azDxOQAdnkq8IaF,SUV-iX3,BMW,iX3,SUV,Electric,,,80.0,282,400,Single-speed,1,RWD,6.8,180,4734,1891,1668,2864,2185,5,80.0,510,19,245/50R19,Strut,Multi-link,Vented Disc,Vented Disc,iX3,SUV,Base,SUV,Partial
SUV,,iX2,Od 232 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXASbDq10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfGIxG10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI97mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyWCnvIT9PvrO2B3ibVcIjedw9hbBDMztiozeqhk7BnDMLoACe6qhJHFlMgvou%25KXhJ1HSfWQovz%25V1Pa7RSfNEbnCxD10s9Ol%25nE4riIgMSscZwBvG%25rxRte2pkZ857MjTkRUgChy005GvlovfEgp2XH2Pwv6jQ%25j1k2YDafDE7jmqn1qY9DyLOELFU,SUV-iX2,BMW,iX2,SUV,Electric,,,64.8,313,494,Single-speed,1,AWD,5.6,180,4554,1845,1560,2692,2020,5,64.8,525,19,245/45R19,Strut,Multi-link,Vented Disc,Vented Disc,iX2,SUV,Base,SUV,Partial
SUV,,iX2,Od 232 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAebDq10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvsUT10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIk1mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyW0nvIT9TPTO2B3i3bXIjedwd9UBDMztzi6eqhk7kwqMLoACA5shJHFl7xpou%25KXC1YHSfWQvCU%25V1Pa2MsfNEbnjNP10s9OD%25LE4riIqp3scZwBEcSrxRtesx%25Z857MrFxRUgChZu15GvloRm3gp2XH504v6jQ%25gBq2YDafvJijmqn12cCDyLOEju5qTJIsHRSL3uBr%25ABJdSeZfq6uzVMRcsmSkNh5xWqVA0og8x%25NF4HvUmt0Kc%252w5d4WxfjtW%25cP81D7kkxbUEqCB889GsLlDMUiprJt90Gw6Zu7im,SUV-iX2,BMW,iX2,SUV,Electric,,,64.8,313,494,Single-speed,1,AWD,5.6,180,4554,1845,1560,2692,2020,5,64.8,525,19,245/45R19,Strut,Multi-link,Vented Disc,Vented Disc,iX2,SUV,Base,SUV,Partial
SUV,,iX1,Od 223 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAdb7a10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfGIxG10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNiMQmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyW0nvIT9PvrO2B3ibVcIjedw9hbBDMztioUeqhk7BnDMLoACe6qhJHFlMgvou%25KXhJ8HSfWQouq%25V1PaH2kfNEbn%25rM10s9OlgNE4riIXfOscZwBvhVrxRte2pfZ857Mj6ARUgChDYK5GvloqPcgp2XHLdXv6jQ%25jJr2YDafDsZjmqn1qiCDyLOELrlqTJIsJywL3uBruWh,SUV-iX1,BMW,iX1,SUV,Electric,,,64.7,308,494,Single-speed,1,AWD,5.6,180,4500,1845,1642,2692,2085,5,64.7,490,18,225/55R18,Strut,Multi-link,Vented Disc,Vented Disc,iX1,SUV,Base,SUV,Partial
Sedan,,i7,Od 540 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAWbQv10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfQG8N10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIkomlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyq4nvIT9PvrO2B3ibVcIjedw9hbBDMztioCeqhk7ZfHMLoACRB7hJHFl5evou%25KXhsFHSfWQoC0%25V1PaHMSfNEbn%25Bp10s9OfeuE4riI1usscZwBESdrxRtespgZ857MrY0RUgChZm55GvloRyhgp2XH5IKv6jQ%25gpq2YDafv6Ajmqn12Y3DyLOEjmnqTJIsD8zL3uBrqUQJdSeZLN2uzVMR1xdSkNh5EWkVA0ogsPaNF4HvrSn0Kc%252ZzQ4WxfjpLkcP81D6wVxbUEqYtI89GsLm7eUiprJyhWGw6ZuTXGptYRS3Tg67m5VdIhYCygNzWBmlTv0kPgyX324B1TTQdjceq23azDxMUjdnkq8kWYzOALUA6mkIFJGFR2ABKupKY1FeWS6WmDKMPVYPegWhbNmbsnPo90y%25KvbHi4TfWY9%25wc31PciftxdvTW,Sedan-i7,BMW,i7,Sedan,Electric,,,101.7,536,745,Single-speed,1,AWD,4.7,240,5391,1950,1544,3215,2640,5,101.7,500,20,255/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,i7,Sedan,Base,Electric,Partial
Sedan,,i7,Od 820 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAebQI10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe%250JkayXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfQGsd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNCKImlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9TLlO2B3ibVcIjedw9hbBDMztiozeqhk7wHlMLoACt%25RhJHFl5Efou%25KXg7dHSfWQvO0%25V1Pa23ZfNEbnjHa10s9ODw6E4riIqtUscZwBEvirxRtesfcZ857Mr8IRUgChZ%2535GvloRfcgp2XH5cvv6jQ%25gxW2YDafv3Ljmqn12zGDyLOEjkqqTJIsDA4L3uBrqFsJdSeZL%25euzVMRJd0SkNh5uziVA0ogSkWNF4HvVAo0Kc%252Nyb4Wxfj0T%25cP81D43hxbUEqcpV89GsLv79UiprJ2ChGw6Zuj8optYRS30b67m5VdQ8YCygNzaHmlTv0knfyX324AEtTQdjcFBp3azDxKe3dnkq8WKJzOALUP%25skIFJGb7fABKup9CJFeWS6fUaKMPVY1TOWhbNmEOOPo90yscNbHi4Trxo9%25wc3Z8SiftxdRUaw178z5AxtECUkCgL7slGAlEuCrXpFRtulZQ6K57kXRaYWgCYQ5nmPvleagOyb257nvIT9jgeO2B3iDvP,Sedan-i7,BMW,i7,Sedan,Electric,,,101.7,536,745,Single-speed,1,AWD,4.7,240,5391,1950,1544,3215,2640,5,101.7,500,20,255/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,i7,Sedan,Base,Electric,Partial
Sedan,,i5,Od 335 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAHb7010tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvM1i10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIk1mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybWgsnvIT9PogO2B3ibVcIjedw9hbBDMztr%25oeqhk7ZiuMLoACRO%25hJHFl5JAou%25KXgvvHSfWQvbB%25V1PaHZsfNEbn%25hL10s9OfoNE4riI14EscZwBEhmrxRtesoPZ857MrJxRUgChZY25GvloRyJgp2XH5IKv6jQ%25gLh2YDafvJ2jmqn12YJDyLOEjmKqTJIsD8zL3uBrqUQJdSeZLGJuzVMRJ0jSkNh5E8zVA0ogsjcNF4HvrbF0Kc%252ZVO4WxfjpLkcP81D6wVxbUEqYtI89GsLm7eUiprJyhWGw6ZuTy5ptYRS3OM67m5VdKIYCygNzW5mlTv0IkwyX324BVwTQdjcett3azDxMsddnkq8hcZzOALUozZkIFJGHWxABKupK9TFeWS6Wy3KMPVYPvqWhbNmbTrPo90y93JbHi4Tioj9%25wc3wRBiftxdE%25Kw178zsfl,Sedan-i5,BMW,i5,Sedan,Electric,,,81.2,335,430,Single-speed,1,RWD,6.0,193,5060,1900,1515,2995,2205,5,81.2,490,19,245/45R19,Double Wishbone,Multi-link,Vented Disc,Vented Disc,i5,Sedan,Base,Electric,Partial
Sedan,,i5,Od 492 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAOb7010tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfv2sd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI97mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybWh5nvIT9PS4O2B3ibMPIjedw9hdBDMztiopeqhk7ZfHMLoACRwShJHFl5Ifou%25KXgMTHSfWQv2S%25V1Pa29sfNEbnjiT10s9Of5ZE4riI1a8scZwBE%25SrxRtesfcZ857Mr8WRUgChZ%2535GvloRfigp2XH5VGv6jQ%25gTq2YDafvdVjmqn12xBDyLOEjh9qTJIsDVfL3uBrqTVJdSeZL3buzVMRJpFSkNh5u6OVA0ogSYVNF4HvVxL0Kc%252Zq84WxfjRiWcP81D5wwxbUEqg4e89GsLmSKUiprJyC4Gw6ZuTlMptYRS3Xo67m5Vd%259YCygNzf1mlTv0kOwyX324AkDTQdjcFhf3azDxKiodnkq8WwDzOALUoclkIFJGHxJABKup%25QQFeWS6fgKKMPVY10qWhbNmbTrPo90y9h2bHi4TfoA9%25wc31H7iftxdE%25y,Sedan-i5,BMW,i5,Sedan,Electric,,,81.2,335,430,Single-speed,1,RWD,6.0,193,5060,1900,1515,2995,2205,5,81.2,490,19,245/45R19,Double Wishbone,Multi-link,Vented Disc,Vented Disc,i5,Sedan,Base,Electric,Partial
Touring,,i5,Od 345 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXASb7I10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfv2sd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIcamlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ACtEqhJHFl7xpou%25KXC17HSfWQlEW%25V1PaXsjfNEbnjRr10s9ODQxE4riIqHRscZwBLcirxRteJxOZ857Mu67RUgChSrP5GvloVNagp2XHNasv6jQ%250nP2YDafvuLjmqn125UDyLOEjgmqTJIsDTCL3uBrq5PJdSeZLgauzVMRJmSSkNh5upDVA0ogS6kNF4HvVCd0Kc%252N984Wxfj0wYcP81D4RnxbUEqc6289GsLxY8UiprJ899Gw6ZuUACptYRSGF167m5VpK6YCygN638mlTv0JxdyX324uOXTQdjcSII3azDxVyrdnkq8WplzOALUPMykIFJGbhZABKup9o5FeWS6ivnKMPVYw2jWhbNmt1IPo90y7tcbHi4TCR29%25wc3lO5iftxdXIcw178z5ThtECUkgoo7slGAvSCCrXpF2kNlZQ6KjmxXRaYWaZNQ5nmPnRgagOyb257nvIT9jgeO2B3iDvP,Touring-i5,BMW,i5 Touring,Wagon,Electric,,,81.2,335,430,Single-speed,1,RWD,6.1,193,5060,1900,1515,2995,2275,5,81.2,570,19,245/45R19,Double Wishbone,Multi-link,Vented Disc,Vented Disc,i5,Wagon,Touring,Electric,Partial
Touring,,i5,Od 502 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAHb7I10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfQG1g10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIcomlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ACtEqhJHFl7xpou%25KXC17HSfWQlEW%25V1PaXs3fNEbnjRr10s9ODQxE4riIqHRscZwBLcnrxRteJptZ857MusWRUgChSVV5GvloVQjgp2XHNaWv6jQ%25gJq2YDafvoQjmqn125UDyLOEjgmqTJIsDTCL3uBrq5PJdSeZLgauzVMRJmSSkNh5upDVA0ogS6kNF4HvVbx0Kc%252Ni64Wxfj03scP81D4RnxbUEqc6289GsLxY8UiprJ899Gw6ZuUACptYRSGF167m5VpK6YCygN638mlTv0JxdyX324uOXTQdjcSII3azDxVyrdnkq8WplzOALUPMykIFJGbhZABKup9o5FeWS6ivnKMPVYw2jWhbNmt1IPo90y7tcbHi4TCR29%25wc3lO5iftxdXIcw178z5ThtECUkg3U7slGAvHHCrXpF2VllZQ6KjA0XRaYWDDMQ5nmPqTUagOybLBKnvIT9IhCO2B3iBvxIjedwqYGBDMztLjQeqhk7JDHMLoACuqw,Touring-i5,BMW,i5 Touring,Wagon,Electric,,,81.2,335,430,Single-speed,1,RWD,6.1,193,5060,1900,1515,2995,2275,5,81.2,570,19,245/45R19,Double Wishbone,Multi-link,Vented Disc,Vented Disc,i5,Wagon,Touring,Electric,Partial
SUV,,XM,Od 685 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAdbdj10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00vkayXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfQGsd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIk4mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9TLqO2B3ibVcIjedw92bBDMztio9eqhk7wHkMLoACt%25YhJHFl5Efou%25KXgB1HSfWQveU%25V1Pa2oDfNEbnjip10s9OfoJE4riI1HYscZwBE%254rxRtesjzZ857MrHTRUgChZmL5GvloROFgp2XH5IMv6jQ%25gnW2YDafvOajmqn12YJDyLOEjmnqTJIsD8XL3uBrqULJdSeZLN2uzVMR1KMSkNh5EWkVA0ogsuyNF4HvUDd0Kc%252G9u4WxfjpincP81D6wIxbUEqYeF89GsLmYZUiprJyaBGw6ZuTAnptYRS3Fw67m5Vmnh,SUV-XM,BMW,XM,SUV,Plug-in Hybrid,V8,4.4,29.5,644,800,Automatic,8,AWD,4.3,270,5110,2005,1755,3105,2710,5,69.0,527,23,275/35R23,Double Wishbone,Multi-link,Vented Disc,Vented Disc,XM,SUV,Base,SUV,Partial
SUV,,XM,Od 685 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbdj10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00vkayXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfQnsT10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTOCMQmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybWu0nvIT9PgZO2B3ibvPIjedw9hbBDMztiozeqhk7wH6MLoACR1%25hJHFl5t3ou%25KXgB1HSfWQveU%25V1Pa2cPfNEbnjHq10s9ODwZE4riIq5kscZwBE%25SrxRtesfyZ857Mr1xRUgChZqA5GvloRfdgp2XH5Tuv6jQ%25gBW2YDafveojmqn12jwDyLOEjB9qTJIsDySL3uBrqTPJdSeZL3BuzVMRJpdSkNh5u6OVA0ogSYVNF4HvVxL0Kc%252ZpF4WxfjRifcP81D5wmxbUEqgtb89GsLvcAUiprJyC4Gw6ZuTlMptYRS3Xo67m5Vd%259YCygNzn8mlTv0kzjyX324AM%25TQdjcF9h3azDxML5dnkq8hJm,SUV-XM,BMW,XM,SUV,Plug-in Hybrid,V8,4.4,29.5,644,800,Automatic,8,AWD,4.3,270,5110,2005,1755,3105,2710,5,69.0,527,23,275/35R23,Double Wishbone,Multi-link,Vented Disc,Vented Disc,XM,SUV,Base,SUV,Partial
SUV,,X5,Od 472 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAObQN10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvNxA10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNICmmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9TuyO2B3ib7IIjedw9NxBDMztij9eqhk7wHiMLoACt%25MhJHFl5Efou%25KXgB1HSfWQv48%25V1Pa2oDfNEbnjiX10s9Of5ZE4riI1aYscZwBEnirxRtesOcZ857Mr1TRUgChZE85GvloRLFgp2XH51mv6jQ%25g3S2YDafvePjmqn12MHDyLOEjADqTJIsDySL3uBrqTTJdSeZLGauzVMRJpuSkNh5u4DVA0ogsjcNF4HvrbH0Kc%252Z964WxfjRiTcP81D50BxbUEqYuF89GsLmdbUiprJyC4Gw6ZuTlMptYRS3Xo67m5Vd%259YCygNzd2mlTv0keHyX324AbMTQdjcF9X3azDxM3sdnkq8hGDzOALUoptkIFJGFHrABKupKIRFeWS6W1Q,SUV-X5,BMW,X5,SUV,Diesel,Inline-6,3.0,,298,670,Automatic,8,AWD,6.1,233,4935,2004,1765,2975,2245,5,80.0,650,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X5,SUV,Base,SUV,Partial
